Commodity Name,Symbol,Date,Open,High,Low,Close
Canola,RS1:COM,12/11/2024,638.8529,643.4437,626.9999,642.4623
Canola,RS1:COM,08/11/2024,641.3476,648.8687,635.8877,646.7539
Canola,RS1:COM,07/11/2024,619.5787,644.3713,619.5787,643.1465
Canola,RS1:COM,06/11/2024,626.0732,634.7692,608.9321,630.0818
Canola,RS1:COM,05/11/2024,629.4525,629.4525,614.6357,616.0833
Canola,RS1:COM,04/11/2024,636.0523,636.0644,621.4108,629.0284
Canola,RS1:COM,02/11/2024,631.7255,631.7255,631.7255,631.7255
Canola,RS1:COM,01/11/2024,630.7009,642.5764,623.58,631.7255
Canola,RS1:COM,31/10/2024,629.5687,635.8281,625.6472,632.0745
Canola,RS1:COM,30/10/2024,628.7332,641.3351,624.4618,625.7644
Canola,RS1:COM,29/10/2024,623.3465,639.0551,622.2234,629.4284
Canola,RS1:COM,28/10/2024,636.9808,643.6007,621.5742,626.0777
Canola,RS1:COM,26/10/2024,642.3555,642.3555,642.3555,642.3555
Canola,RS1:COM,25/10/2024,638.2275,642.3867,633.6505,642.3555
Canola,RS1:COM,24/10/2024,631.5656,644.2171,628.3876,637.8444
Canola,RS1:COM,23/10/2024,630.8791,637.8832,628.5421,631.4671
Canola,RS1:COM,22/10/2024,619.8139,633.4444,614.1093,632.8751
Canola,RS1:COM,21/10/2024,615.9474,629.1416,614.3139,618.0229
Canola,RS1:COM,19/10/2024,613.8273,613.8273,613.8273,613.8273
Canola,RS1:COM,18/10/2024,613.0789,619.6444,610.8037,613.8273
Canola,RS1:COM,17/10/2024,599.7899,616.3657,594.7933,612.3656
Canola,RS1:COM,16/10/2024,599.4939,615.2307,598.1414,598.3811
Canola,RS1:COM,15/10/2024,608.1396,609.4803,596.6931,597.3028
Canola,RS1:COM,14/10/2024,613.268,613.3449,613.2656,613.3167
Canola,RS1:COM,12/10/2024,612.8553,612.8553,612.8553,612.8553
Canola,RS1:COM,11/10/2024,609.6989,627.1304,608.9852,612.8553
Canola,RS1:COM,10/10/2024,615.3248,621.5097,609.9686,610.8732
Canola,RS1:COM,09/10/2024,608.8864,620.3271,608.1059,615.5168
Canola,RS1:COM,08/10/2024,626.7426,629.574,614.0967,614.3927
Canola,RS1:COM,07/10/2024,624.543,632.8193,617.8173,626.8944
Canola,RS1:COM,04/10/2024,621.2853,632.4634,620.2134,623.1356
Canola,RS1:COM,03/10/2024,613.4902,627.3164,611.1603,620.6671
Canola,RS1:COM,02/10/2024,605.3795,619.7549,605.3795,615.3979
Canola,RS1:COM,01/10/2024,602.7399,616.8985,596.3953,609.7797
Canola,RS1:COM,28/09/2024,602.2066,602.2066,602.2066,602.2066
Canola,RS1:COM,27/09/2024,598.5663,605.7303,587.9044,602.2066
Canola,RS1:COM,26/09/2024,608.1897,619.1058,597.3208,598.9769
Canola,RS1:COM,25/09/2024,600.9624,611.0941,595.0619,608.7928
Canola,RS1:COM,24/09/2024,586.0918,604.1633,583.1509,602.1553
Canola,RS1:COM,23/09/2024,585.9993,600.7011,585.6201,586.9821
Canola,RS1:COM,21/09/2024,587.9754,587.9754,587.9754,587.9754
Canola,RS1:COM,20/09/2024,579.6163,590.8374,578.289,587.9754
Canola,RS1:COM,19/09/2024,581.1321,587.2778,573.4552,581.8183
Canola,RS1:COM,18/09/2024,573.0689,590.4207,571.6344,581.1417
Canola,RS1:COM,17/09/2024,562.9816,578.2516,561.0169,574.2682
Canola,RS1:COM,16/09/2024,542.9305,570.8079,538.9589,564.5878
Canola,RS1:COM,14/09/2024,541.5378,541.5378,541.5378,541.5378
Canola,RS1:COM,13/09/2024,562.4838,565.2077,540.7131,541.5378
